Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of T Cell Receptor Signaling Pathway (GO:0050860)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	PHPT1
Negative Regulation of Cell Development (GO:0010721)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	PCM1
Negative Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	XIAP
Oligosaccharide Biosynthetic Process (GO:0009312)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	FUT1
Positive Regulation of Synaptic Transmission, Glutamatergic (GO:0051968)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	PTK2B
Regulation of Calcium Ion Import (GO:0090279)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	CTNNB1
Renal Absorption (GO:0070293)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	SGK1
Thioester Metabolic Process (GO:0035383)	1/22	0.9598545155706831	0.9999959960314032	0	0	0.3025220393641446	0.012395402597279255	ACOT8
Cellular Response to cAMP (GO:0071320)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	CRTC1;ZFP36L1
Macrophage Activation (GO:0042116)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	ITGB2;FOXP1
Negative Regulation of Myeloid Leukocyte Differentiation (GO:0002762)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	RARA;INHA
Positive Regulation of Cytokine Production Involved in Immune Response (GO:0002720)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	SPHK2;CD55
Positive Regulation of Mononuclear Cell Migration (GO:0071677)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	CD47;RTN4
Protein Localization to Lysosome (GO:0061462)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	KPTN;RTN4
Regulation of Neuronal Synaptic Plasticity (GO:0048168)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	APOE;CAMK2G
Response to Transforming Growth Factor Beta (GO:0071559)	2/35	0.9609454676695586	0.9999959960314032	0	0	0.3849020395412148	0.01533358004261815	WWOX;ZFP36L1
Muscle Contraction (GO:0006936)	8/97	0.962004419352854	0.9999959960314032	0	0	0.5702723993532071	0.022090205336102894	PABPN1;TPM3;TMOD3;TNNT2;CHRNE;TPM1;BDKRB2;APBB2
BMP Signaling Pathway (GO:0030509)	3/47	0.9634921773738787	0.9999959960314032	0	0	0.432898041185334	0.016099872144806855	BMPR2;SMURF1;USP9X
Chemokine-Mediated Signaling Pathway (GO:0070098)	3/47	0.9634921773738787	0.9999959960314032	0	0	0.432898041185334	0.016099872144806855	RBM15;PTK2B;CCL26
Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	3/47	0.9634921773738787	0.9999959960314032	0	0	0.432898041185334	0.016099872144806855	PRKCI;THBS1;NFE2L2
Axon Development (GO:0061564)	9/107	0.9635524838450675	0.9999959960314032	0	0	0.5825479693538544	0.021629027733433812	AFG3L2;SHTN1;RIPK2;MTR;BAIAP2;RTN4;FGFR2;METAP1;CAMSAP2
Dephosphorylation (GO:0016311)	9/107	0.9635524838450675	0.9999959960314032	0	0	0.5825479693538544	0.021629027733433812	THTPA;PPM1A;DUSP10;PPP1R12A;PTEN;PTPN12;BTRC;PHPT1;PTPN4
Positive Regulation of Protein Phosphorylation (GO:0001934)	16/171	0.964074624291588	0.9999959960314032	0	0	0.6543110240920704	0.023939000191706406	SEMA4D;FBH1;RIPK2;SPHK1;DUSP19;VEGFB;PARK7;SIRT1;PTK2;MRNIP;TRAF4;GPNMB;SPNS1;NPTN;AKT1;PTK2B
Eye Development (GO:0001654)	4/58	0.964392386346851	0.9999959960314032	0	0	0.47020933977455714	0.01704839292107596	MEIS1;CPAMD8;CEP290;TSKU
Carbohydrate Derivative Catabolic Process (GO:1901136)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	NGLY1
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	C5AR2
Lymphocyte Activation Involved in Immune Response (GO:0002285)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	MDK
Negative Regulation of Peptidase Activity (GO:0010466)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	GAPDH
Negative Regulation of Smoothened Signaling Pathway (GO:0045879)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	IFT122
Placenta Development (GO:0001890)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	PTK2
poly(A)+ mRNA Export From Nucleus (GO:0016973)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	PABPN1
Positive Regulation of DNA Replication (GO:0045740)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	PCNA
Positive Regulation of Lamellipodium Assembly (GO:0010592)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	OCLN
Positive Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042531)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	FLT3
Regulation of Heterotypic Cell-Cell Adhesion (GO:0034114)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	MYADM
Retinol Metabolic Process (GO:0042572)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	HSD17B6
Xenobiotic Catabolic Process (GO:0042178)	1/23	0.9653160120358785	0.9999959960314032	0	0	0.2887543078930639	0.010192957085733222	PRKCE
Cellular Response to Amyloid-Beta (GO:1904646)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	EPHA4;IGF1R
Endoderm Formation (GO:0001706)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	LAMB3;ITGB2
Negative Regulation of Hydrolase Activity (GO:0051346)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	TERF2;SERPINA5
Regulation of Cytosolic Calcium Ion Concentration (GO:0051480)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	CAV1;ATP2B4
Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	INPP5D;NECTIN4
Regulatory ncRNA Processing (GO:0070918)	2/36	0.9654443055107034	0.9999959960314032	0	0	0.37355973317161917	0.013136924102834152	PLD6;TARBP2
Blood Circulation (GO:0008015)	3/48	0.9672765499245544	0.9999959960314032	0	0	0.4232535297728668	0.014081999157696526	EDN3;STAT1;BDKRB2
Cellular Response to Chemokine (GO:1990869)	3/48	0.9672765499245544	0.9999959960314032	0	0	0.4232535297728668	0.014081999157696526	ZC3H12A;PTK2B;CCL26
Natural Killer Cell Activation (GO:0030101)	3/48	0.9672765499245544	0.9999959960314032	0	0	0.4232535297728668	0.014081999157696526	BAG6;SNX27;PRDX1
Positive Regulation of Osteoblast Differentiation (GO:0045669)	3/48	0.9672765499245544	0.9999959960314032	0	0	0.4232535297728668	0.014081999157696526	BMPR2;CTNNBIP1;IL6R
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	7/90	0.9694357573027397	0.9999959960314032	0	0	0.5350490860528059	0.01660849626005544	EPS8;NRP1;CCDC88A;OCLN;CEP120;SAXO1;RAB11FIP3
Protein Dephosphorylation (GO:0006470)	7/90	0.9694357573027397	0.9999959960314032	0	0	0.5350490860528059	0.01660849626005544	PPM1A;PPP1R12A;PTEN;PTPN12;PHPT1;PTPN4;DUSP6
Regulation of Sodium Ion Transport (GO:0002028)	2/37	0.96944214685986	0.9999959960314032	0	0	0.36286555859457187	0.011261343649406058	NKAIN1;ATP2B4
Superoxide Metabolic Process (GO:0006801)	2/37	0.96944214685986	0.9999959960314032	0	0	0.36286555859457187	0.011261343649406058	PRDX1;PARK7
Aminoglycan Biosynthetic Process (GO:0006023)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	PXYLP1
Cellular Response to Acetylcholine (GO:1905145)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	CHRNE
Ear Morphogenesis (GO:0042471)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	FGFR2
Endocrine System Development (GO:0035270)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	MDK
Male Gamete Generation (GO:0048232)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	TESMIN
Mitotic Cytokinetic Process (GO:1902410)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	CHMP2B
Negative Regulation of Receptor-Mediated Endocytosis (GO:0048261)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	ANKRD13D
Osteoclast Differentiation (GO:0030316)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	FOXP1
Protein Targeting to Lysosome (GO:0006622)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	GNPTG
Regulation of Extracellular Matrix Organization (GO:1903053)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	AGXT
Regulation of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	CD55
Regulation of Myotube Differentiation (GO:0010830)	1/24	0.970034703830505	0.9999959960314032	0	0	0.2761837704629467	0.008402457878432745	FBXO22
MAPK Cascade (GO:0000165)	10/119	0.9700512867501354	0.9999959960314032	0	0	0.5817963763500603	0.017690296070388568	SBK2;MAPK8;NRAS;MAP2K2;PABPN1;TAOK3;RIPK2;KARS1;DUSP6;ZFP36L1
Generation of Neurons (GO:0048699)	18/192	0.9705517053885884	0.9999959960314032	0	0	0.6554789272030651	0.019592658900171537	NRP1;EMX1;FZD2;RIPK2;USP9X;ATP2B4;ELP3;RTN4;NGRN;NIF3L1;TUBB2A;OPHN1;RACGAP1;ERBB3;PLXNB2;LMX1B;LRP12;SDCCAG8
Cellular Component Disassembly (GO:0022411)	3/49	0.9706881033965333	0.9999959960314032	0	0	0.41402834494355034	0.012317373914409986	ADAMTS15;CTSV;KLK6
Protein Phosphorylation (GO:0006468)	39/373	0.9719038630635229	0.9999959960314032	0	0	0.738692827111734	0.021051553120427433	SMG1;GMFB;FLT3;SRC;PRKCZ;IGF1R;MAPK8;GRK2;CHEK1;STK16;ABL1;AKT1;PTK2B;MAPK6;MARK3;CLASP1;PLK4;EPHA4;PRKCI;PRKCH;STRADA;PRKCE;DAPK3;PLK1;VRK1;VRK2;YWHAZ;PTK2;LATS1;TAOK3;STK17B;RARA;PICK1;PKN2;SGK1;COPS8;FGFR2;CILK1;NEK11
Glutathione Metabolic Process (GO:0006749)	2/38	0.9729920136827663	0.9999959960314032	0	0	0.3527655048273605	0.009658509542456721	UBL4A;GSTO2
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427)	2/38	0.9729920136827663	0.9999959960314032	0	0	0.3527655048273605	0.009658509542456721	OCIAD1;PTK2B
Positive Regulation of Reproductive Process (GO:2000243)	2/38	0.9729920136827663	0.9999959960314032	0	0	0.3527655048273605	0.009658509542456721	KNL1;PLCB1
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	2/38	0.9729920136827663	0.9999959960314032	0	0	0.3527655048273605	0.009658509542456721	TPM1;PTEN
Negative Regulation of Developmental Process (GO:0051093)	9/111	0.9732709104220348	0.9999959960314032	0	0	0.5595726662758127	0.015160394570287629	SS18;HDAC2;ING3;PARP1;RBBP4;NFIB;BRD9;APOE;OGT
Cognition (GO:0050890)	3/50	0.973760815000773	0.9999959960314032	0	0	0.4051957211708005	0.010773982143850011	CHMP2B;GNAS;GPR158
Positive Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901224)	3/50	0.973760815000773	0.9999959960314032	0	0	0.4051957211708005	0.010773982143850011	SPHK1;TRIM26;TRIM56
Bile Acid and Bile Salt Transport (GO:0015721)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	SLC27A5
Cardiac Conduction System Development (GO:0003161)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	NOTCH2
Cardiac Muscle Cell Development (GO:0055013)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	OBSL1
Glycosaminoglycan Biosynthetic Process (GO:0006024)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	PXYLP1
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	CYP2E1
Negative Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	SOCS4
Negative Regulation of Interleukin-1 Beta Production (GO:0032691)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	ZC3H12A
Pigment Biosynthetic Process (GO:0046148)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	ALAD
Positive Regulation of Interleukin-17 Production (GO:0032740)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	SPHK1
Regulation of Cardiac Muscle Hypertrophy (GO:0010611)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	PARP1
Regulation of Cell Junction Assembly (GO:1901888)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	PRKCH
Response to Glucocorticoid (GO:0051384)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	ZFP36L1
Response to Purine-Containing Compound (GO:0014074)	1/25	0.9741115855832448	0.9999959960314032	0	0	0.26466077781867253	0.006941898076381711	STAT1
Positive Regulation of Cell Adhesion (GO:0045785)	7/92	0.9742272154808557	0.9999959960314032	0	0	0.5223989411330744	0.013640213401820865	EPHA4;MDK;NCOA3;TPM1;CD47;RSU1;REXO2
Negative Regulation of Cell Growth (GO:0030308)	10/121	0.974252347296495	0.9999959960314032	0	0	0.5712470225025617	0.014900935983689075	SLC48A1;BMPR2;BTG1;SPHK2;SERTAD2;PPT1;DIP2B;OSGIN2;RTN4;PML
Intracellular Calcium Ion Homeostasis (GO:0006874)	12/140	0.9747332225833162	0.9999959960314032	0	0	0.5943043237250555	0.015209117282362376	AFG3L2;EDN3;CAV1;ANXA6;NPTN;ATP2B4;RMDN3;MICU2;ATP1B1;SELENOK;MAIP1;PML
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391)	2/39	0.9761417758600931	0.9999959960314032	0	0	0.3432113999124308	0.008287677018530079	BMPR2;SH2B1
Blood Vessel Morphogenesis (GO:0048514)	3/51	0.9765259638809973	0.9999959960314032	0	0	0.39673112338858196	0.009423927421337509	NRP1;CAV1;RBPJ
Cardiac Muscle Tissue Development (GO:0048738)	3/51	0.9765259638809973	0.9999959960314032	0	0	0.39673112338858196	0.009423927421337509	NOTCH2;BMPR2;SIRT6
Epithelial to Mesenchymal Transition (GO:0001837)	3/51	0.9765259638809973	0.9999959960314032	0	0	0.39673112338858196	0.009423927421337509	TASOR;CTNNB1;RBPJ
Inorganic Anion Transport (GO:0015698)	3/51	0.9765259638809973	0.9999959960314032	0	0	0.39673112338858196	0.009423927421337509	CLIC3;TTYH1;SLC25A14
Negative Regulation of T Cell Activation (GO:0050868)	3/51	0.9765259638809973	0.9999959960314032	0	0	0.39673112338858196	0.009423927421337509	GPNMB;VTCN1;TNFRSF21
Skeletal System Development (GO:0001501)	14/160	0.9773122482005903	0.9999959960314032	0	0	0.6076842019940017	0.013945792772689694	COL18A1;WWOX;ANKRD11;ZBTB16;NFATC2;MRPL13;SULF2;PRDX1;GNAS;BPNT2;TRIP11;PPIB;INHA;FGFR2
Cellular Response to Xenobiotic Stimulus (GO:0071466)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	VAV2
Diterpenoid Metabolic Process (GO:0016101)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	ALDH3A2
Myeloid Cell Development (GO:0061515)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	FOXP1
Negative Regulation of Endothelial Cell Apoptotic Process (GO:2000352)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	NFE2L2
Positive Regulation of Filopodium Assembly (GO:0051491)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	NRP1
Regulation of Platelet Aggregation (GO:0090330)	1/26	0.9776339242092295	0.9999959960314032	0	0	0.2540596245859404	0.0057468260769750115	IL6R
Positive Regulation of Interleukin-8 Production (GO:0032757)	4/63	0.9785995149100832	0.9999959960314032	0	0	0.43023618900116156	0.009307211633225882	ZNF580;STAT3;PARK7;FADD
Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	4/63	0.9785995149100832	0.9999959960314032	0	0	0.43023618900116156	0.009307211633225882	FLT3;RIPK2;ABL1;VEGFB
Branching Morphogenesis of an Epithelial Tube (GO:0048754)	2/40	0.978934571225313	0.9999959960314032	0	0	0.33416014262460275	0.007114426804846081	NRP1;NRARP
Embryonic Skeletal System Development (GO:0048706)	2/40	0.978934571225313	0.9999959960314032	0	0	0.33416014262460275	0.007114426804846081	DYNC2I1;SULF2
Regulation of T Cell Receptor Signaling Pathway (GO:0050856)	2/40	0.978934571225313	0.9999959960314032	0	0	0.33416014262460275	0.007114426804846081	BTRC;PHPT1
Regulation of Interleukin-6 Production (GO:0032675)	9/114	0.9789411253027991	0.9999959960314032	0	0	0.5434899541211834	0.011567518358329842	AKIRIN2;GPNMB;SPHK2;C5AR2;ZC3H12A;STAT3;CD47;IL6R;HSPD1
Glycoprotein Metabolic Process (GO:0009100)	3/52	0.979012284364284	0.9999959960314032	0	0	0.38861201939339274	0.00824288399800815	GOLPH3;NGLY1;AGA
Regulation of MAPK Cascade (GO:0043408)	25/260	0.9797079120596845	0.9999959960314032	0	0	0.6734165014102756	0.013805577457654348	FLT3;WWC1;DUSP19;TGFA;PEBP1;IGF1R;SPRED2;SPRED1;GRM4;ERBB3;IL6R;MAP2K2;GDF15;CAV1;VRK2;YWHAZ;DUSP6;SLCO3A1;TAOK3;SPNS1;KCTD11;PKN2;STK40;FGFR2;AVPI1
Proteolysis (GO:0006508)	32/321	0.980179801601013	0.9999959960314032	0	0	0.7005129764226657	0.014023746592231363	SPPL2B;HPN;TMPRSS2;ECE1;CTSV;PRSS22;PARL;ZMPSTE24;APH1A;LACTB;ADAMTS15;CAPN8;CAPNS1;DPP8;CTSL;DPP9;ADAMTS17;LONP2;TBL1X;VHL;CTSA;TPSG1;LNPEP;CLPX;FBXW2;AFG3L2;PSMC4;SDE2;ATG4C;TLL2;KCTD11;OGT
Negative Regulation of Growth (GO:0045926)	9/115	0.9805708139724643	0.9999959960314032	0	0	0.5383313483357363	0.010562283733053842	SLC48A1;BMPR2;BTG1;SPHK2;SERTAD2;PPT1;OSGIN2;RTN4;PML
Cardiac Muscle Cell Differentiation (GO:0055007)	1/27	0.9806771248768736	0.9999959960314032	0	0	0.24427394467880298	0.0047662737355561565	SIRT6
Cilium-Dependent Cell Motility (GO:0060285)	1/27	0.9806771248768736	0.9999959960314032	0	0	0.24427394467880298	0.0047662737355561565	GAS8
Dicarboxylic Acid Transport (GO:0006835)	1/27	0.9806771248768736	0.9999959960314032	0	0	0.24427394467880298	0.0047662737355561565	KCNK1
Regulation of Cation Channel Activity (GO:2001257)	1/27	0.9806771248768736	0.9999959960314032	0	0	0.24427394467880298	0.0047662737355561565	CALM1
Regulation of Kinase Activity (GO:0043549)	1/27	0.9806771248768736	0.9999959960314032	0	0	0.24427394467880298	0.0047662737355561565	DSTYK
Regulation of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	2/41	0.981409207579742	0.9999959960314032	0	0	0.3255730523771761	0.006109630088222754	SPHK2;PDZK1
Visual System Development (GO:0150063)	2/41	0.981409207579742	0.9999959960314032	0	0	0.3255730523771761	0.006109630088222754	MEIS1;CPAMD8
Cellular Response to Virus (GO:0098586)	4/65	0.9826188833585645	0.9999959960314032	0	0	0.4160817618420576	0.0072955533482803505	HSP90AA1;PTGES2;RIOK3;ZC3H12A
Chloride Transmembrane Transport (GO:1902476)	4/65	0.9826188833585645	0.9999959960314032	0	0	0.4160817618420576	0.0072955533482803505	SLC12A5;GABRE;KCNK1;ANO5
Receptor-Mediated Endocytosis (GO:0006898)	11/136	0.9830628817033059	0.9999959960314032	0	0	0.5577451052826007	0.009527508809042061	ITCH;GRK2;CTSL;CAV1;CLTC;ITGB2;PPT1;PLXNB2;APOE;ARHGAP27;AP2M1
Cellular Response to BMP Stimulus (GO:0071773)	3/54	0.9832515843507715	0.9999959960314032	0	0	0.37332900010833064	0.006305622507546338	BMPR2;SMURF1;USP9X
Cell-Matrix Adhesion (GO:0007160)	8/107	0.9832988639883382	0.9999959960314032	0	0	0.5123709418912371	0.008629439788320608	CD63;MKLN1;ITGA3;SRC;ITGB2;TSC1;MADCAM1;THBS3
Acylglycerol Catabolic Process (GO:0046464)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	ABHD2
Carbohydrate Biosynthetic Process (GO:0016051)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	FUT1
Mucosal Immune Response (GO:0002385)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	OTUD7B
Phospholipid Catabolic Process (GO:0009395)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	SMPD3
Positive Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0045745)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	KLK6
Regulation of Monoatomic Ion Transport (GO:0043269)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	PDZK1
Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	1/28	0.9833063427600984	0.9999959960314032	0	0	0.23521312994997207	0.003959711132776661	ZNRF1
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	7/97	0.9833426752149668	0.9999959960314032	0	0	0.49323332923480473	0.008285145119836418	SLC9A2;SLC12A5;SCNN1A;ATP2B4;SLC39A8;ATP1B1;TRPM4
Heterophilic Cell-Cell Adhesion via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	2/42	0.9836005418073496	0.9999959960314032	0	0	0.31741531664212075	0.005248594876513284	HMCN1;NECTIN4
Positive Regulation of Neuron Differentiation (GO:0045666)	2/42	0.9836005418073496	0.9999959960314032	0	0	0.31741531664212075	0.005248594876513284	KCTD11;BEND6
Positive Regulation of Ossification (GO:0045778)	2/42	0.9836005418073496	0.9999959960314032	0	0	0.31741531664212075	0.005248594876513284	BMPR2;ZBTB16
Potassium Ion Import Across Plasma Membrane (GO:1990573)	2/42	0.9836005418073496	0.9999959960314032	0	0	0.31741531664212075	0.005248594876513284	SLC12A5;ATP1B1
Regulation of Receptor-Mediated Endocytosis (GO:0048259)	2/42	0.9836005418073496	0.9999959960314032	0	0	0.31741531664212075	0.005248594876513284	MKLN1;PPT1
Calcium Ion Transmembrane Transport (GO:0070588)	6/87	0.9837079434547477	0.9999959960314032	0	0	0.46981863869769475	0.007717349683503345	CACNB3;ATP2B4;PMPCB;MICU2;TRPC4AP;TRPM4
Sodium Ion Transmembrane Transport (GO:0035725)	6/87	0.9837079434547477	0.9999959960314032	0	0	0.46981863869769475	0.007717349683503345	SLC9A2;SLC9A8;SCNN1A;ATP1B1;KCNK1;TRPM4
Positive Regulation of Interleukin-6 Production (GO:0032755)	5/77	0.9845136438147853	0.9999959960314032	0	0	0.44052299627308844	0.006875472521271206	AKIRIN2;SPHK2;STAT3;IL6R;HSPD1
Regulation of Chemokine Production (GO:0032642)	2/43	0.9855398370590838	0.9999959960314032	0	0	0.30965551923560475	0.004510358689583315	IL6R;FOXP1
Negative Regulation of Interleukin-1 Production (GO:0032692)	1/29	0.9855778757252485	0.9999959960314032	0	0	0.2267995162732005	0.003294746958106642	ZC3H12A
Regulation of Platelet Activation (GO:0010543)	1/29	0.9855778757252485	0.9999959960314032	0	0	0.2267995162732005	0.003294746958106642	SLC48A1
Sulfur Compound Biosynthetic Process (GO:0044272)	3/56	0.9866635597653735	0.9999959960314032	0	0	0.3591994162410091	0.004822672147450102	PXYLP1;CHAC1;COASY
Lipid Metabolic Process (GO:0006629)	24/259	0.9870435583544679	0.9999959960314032	0	0	0.6462398711083732	0.008427684244517286	UBL4A;DGKE;MECR;ACSS2;PTGES2;MGST3;DGKA;MBOAT1;CYP4B1;OCRL;HSD17B6;PAFAH2;SREBF2;PLA2G15;ALDH3B2;ABHD11;TTPA;ALDH3B1;ACP6;PPT1;THEM4;CHPT1;CYP2E1;PPARD
Negative Regulation of Organelle Organization (GO:0010639)	2/44	0.9872550952941723	0.9999959960314032	0	0	0.3022652359913037	0.003877101088333862	FLCN;AKT1
Regulated Exocytosis (GO:0045055)	2/44	0.9872550952941723	0.9999959960314032	0	0	0.3022652359913037	0.003877101088333862	TMEM79;MYH9
T Cell Activation Involved in Immune Response (GO:0002286)	1/30	0.9875403680773264	0.9999959960314032	0	0	0.2189661518155166	0.002745376585619088	MDK
Positive Regulation of Peptidyl-Serine Phosphorylation (GO:0033138)	1/30	0.9875403680773264	0.9999959960314032	0	0	0.2189661518155166	0.002745376585619088	PARK7
Prostaglandin Metabolic Process (GO:0006693)	1/30	0.9875403680773264	0.9999959960314032	0	0	0.2189661518155166	0.002745376585619088	PTGR2
Pyroptotic Inflammatory Response (GO:0070269)	1/30	0.9875403680773264	0.9999959960314032	0	0	0.2189661518155166	0.002745376585619088	DPP9
Regulation of Transmembrane Transport (GO:0034762)	1/30	0.9875403680773264	0.9999959960314032	0	0	0.2189661518155166	0.002745376585619088	OCLN
Chloride Transport (GO:0006821)	6/90	0.9877110401173742	0.9999959960314032	0	0	0.452960387694901	0.005600897558619682	CLIC3;SLC12A5;TTYH1;GABRE;KCNK1;ANO5
Heart Morphogenesis (GO:0003007)	3/57	0.9881084600272989	0.9999959960314032	0	0	0.3525271127481072	0.004217214835739841	ACVR1;TH;PTK2
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	9/121	0.9881442370506262	0.9999959960314032	0	0	0.5093141907925961	0.006074388141576752	YES1;BMPR2;ERBB3;CD8A;FLT3;AXL;BDKRB2;FRS2;ECSIT
